date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
25-08-2025,19,Apple,Charli xcx,89,151739,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
25-08-2025,20,I Had Some Help (Feat. Morgan Wallen),Post Malone,80,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
25-08-2025,21,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
25-08-2025,22,Juno,Sabrina Carpenter,72,223192,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
25-08-2025,23,Sharpest Tool,Sabrina Carpenter,73,218284,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
25-08-2025,24,Coincidence,Sabrina Carpenter,73,164202,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
25-08-2025,25,Slim Pickins,Sabrina Carpenter,72,152195,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
25-08-2025,26,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,90,200400,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909
25-08-2025,27,Move,Adam Port & Stryv & Keinemusik,91,177598,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27317a013a00d0a33f3dd49974d
25-08-2025,28,KEHLANI,Jordan Adetunji,89,122360,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b273f2cd132495d61b0da6a900d2
25-08-2025,29,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
25-08-2025,30,Slow It Down,Benson Boone,89,161831,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
25-08-2025,31,Dumb & Poetic,Sabrina Carpenter,72,133478,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
25-08-2025,32,Big Dawgs,Hanumankind & Kalmi,92,190666,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
25-08-2025,33,Scared To Start,Michael Marcagi,88,159636,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27351ef67c49732e45cd2b26fbe
25-08-2025,34,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
25-08-2025,35,Lie To Girls,Sabrina Carpenter,71,202001,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
25-08-2025,36,Pink Pony Club,Chappell Roan,88,258034,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
25-08-2025,37,Don’t Smile,Sabrina Carpenter,71,206295,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
25-08-2025,38,Unwritten,Natasha Bedingfield,88,259333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
25-08-2025,39,360,Charli xcx,89,133805,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
25-08-2025,40,Not Like Us,Kendrick Lamar,95,274192,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
25-08-2025,41,Who,Jimin,94,170887,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
25-08-2025,42,I Can Do It With a Broken Heart,Taylor Swift,87,218004,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
25-08-2025,43,Houdini,Eminem,83,227032,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2731633c43b5695735f7de36487
25-08-2025,44,Red Wine Supernova,Chappell Roan,89,192720,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
25-08-2025,45,NIGHTS LIKE THIS,The Kid LAROI,89,86983,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
25-08-2025,46,"I Love You, I'm Sorry",Gracie Abrams,87,157146,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
25-08-2025,47,Fortnight (feat. Post Malone),Taylor Swift,90,228965,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
25-08-2025,48,MILLION DOLLAR BABY,Tommy Richman,94,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
25-08-2025,49,Sailor Song,Gigi Perez,84,211978,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2730f588c6bdb28000656d084bf
25-08-2025,50,LUNCH,Billie Eilish,92,179586,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
26-08-2025,1,Taste,Sabrina Carpenter,80,157279,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
26-08-2025,2,Please Please Please,Sabrina Carpenter,97,186365,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e
26-08-2025,3,Espresso,Sabrina Carpenter,98,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
26-08-2025,4,"Good Luck, Babe!",Chappell Roan,97,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
26-08-2025,5,BIRDS OF A FEATHER,Billie Eilish,100,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
26-08-2025,6,BACKBONE,Chase & Status & Stormzy,79,166448,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731c7e93001b846b12ae2c7e3b
26-08-2025,7,Die With A Smile,Lady Gaga & Bruno Mars,91,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
26-08-2025,8,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,92,143330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144
26-08-2025,9,A Bar Song (Tipsy),Shaboozey,88,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
26-08-2025,10,Too Sweet,Hozier,83,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8b4358d044b75807e30bf0
26-08-2025,11,Beautiful Things,Benson Boone,91,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
26-08-2025,12,Stargazing,Myles Smith,93,172533,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27381b12e1a0584e8ea7ba2ae4a
26-08-2025,13,Good Graces,Sabrina Carpenter,78,185265,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
26-08-2025,14,Kisses (feat. bbyclose),BL3SS & CamrinWatsin & bbyclose,82,138246,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2733ba70f49a78d818fc0758667
26-08-2025,15,Bed Chem,Sabrina Carpenter,77,171869,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
26-08-2025,16,Stick Season,Noah Kahan,90,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
26-08-2025,17,Austin (Boots Stop Workin'),Dasha,91,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
26-08-2025,18,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
26-08-2025,19,Lose Control,Teddy Swims,91,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
26-08-2025,20,Apple,Charli xcx,89,151739,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
26-08-2025,21,I Had Some Help (Feat. Morgan Wallen),Post Malone,81,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
26-08-2025,22,Juno,Sabrina Carpenter,77,223192,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
26-08-2025,23,Sharpest Tool,Sabrina Carpenter,77,218284,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
26-08-2025,24,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,90,200400,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909
26-08-2025,25,Coincidence,Sabrina Carpenter,76,164202,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
26-08-2025,26,Move,Adam Port & Stryv & Keinemusik,91,177598,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27317a013a00d0a33f3dd49974d
26-08-2025,27,Slim Pickins,Sabrina Carpenter,76,152195,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
26-08-2025,28,KEHLANI,Jordan Adetunji,89,122360,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b273f2cd132495d61b0da6a900d2
26-08-2025,29,Big Dawgs,Hanumankind & Kalmi,92,190666,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
26-08-2025,30,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
26-08-2025,31,Slow It Down,Benson Boone,89,161831,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
26-08-2025,32,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
26-08-2025,33,Scared To Start,Michael Marcagi,88,159636,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27351ef67c49732e45cd2b26fbe
26-08-2025,34,Who,Jimin,94,170887,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
26-08-2025,35,Dumb & Poetic,Sabrina Carpenter,75,133478,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
26-08-2025,36,Pink Pony Club,Chappell Roan,88,258034,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
26-08-2025,37,Unwritten,Natasha Bedingfield,88,259333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
26-08-2025,38,Not Like Us,Kendrick Lamar,95,274192,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
26-08-2025,39,"I Love You, I'm Sorry",Gracie Abrams,87,157146,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
26-08-2025,40,Lie To Girls,Sabrina Carpenter,75,202001,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
26-08-2025,41,Don’t Smile,Sabrina Carpenter,75,206295,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
26-08-2025,42,Sailor Song,Gigi Perez,84,211978,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2730f588c6bdb28000656d084bf
26-08-2025,43,360,Charli xcx,88,133805,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
26-08-2025,44,I Can Do It With a Broken Heart,Taylor Swift,87,218004,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
26-08-2025,45,Houdini,Eminem,83,227032,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2731633c43b5695735f7de36487
26-08-2025,46,Red Wine Supernova,Chappell Roan,89,192720,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
26-08-2025,47,NIGHTS LIKE THIS,The Kid LAROI,89,86983,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
26-08-2025,48,Dreams - 2004 Remaster,Fleetwood Mac,86,257800,album,58,FALSE,https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b
26-08-2025,49,MILLION DOLLAR BABY,Tommy Richman,94,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
26-08-2025,50,The Night We Met,Lord Huron,78,208211,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81
27-08-2025,1,Taste,Sabrina Carpenter,83,157279,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
27-08-2025,2,Please Please Please,Sabrina Carpenter,97,186365,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e
27-08-2025,3,Espresso,Sabrina Carpenter,98,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
27-08-2025,4,"Good Luck, Babe!",Chappell Roan,97,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
27-08-2025,5,BIRDS OF A FEATHER,Billie Eilish,100,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
27-08-2025,6,BACKBONE,Chase & Status & Stormzy,80,166448,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731c7e93001b846b12ae2c7e3b
27-08-2025,7,Die With A Smile,Lady Gaga & Bruno Mars,92,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
27-08-2025,8,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,92,143330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144
27-08-2025,9,A Bar Song (Tipsy),Shaboozey,88,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
27-08-2025,10,Stargazing,Myles Smith,92,172533,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27381b12e1a0584e8ea7ba2ae4a
27-08-2025,11,Too Sweet,Hozier,88,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2733e1b212546dac35443735241
27-08-2025,12,Beautiful Things,Benson Boone,91,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
27-08-2025,13,Good Graces,Sabrina Carpenter,80,185265,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
27-08-2025,14,Bed Chem,Sabrina Carpenter,80,171869,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
27-08-2025,15,Stick Season,Noah Kahan,90,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
27-08-2025,16,Kisses (feat. bbyclose),BL3SS & CamrinWatsin & bbyclose,82,138246,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2733ba70f49a78d818fc0758667
27-08-2025,17,Austin (Boots Stop Workin'),Dasha,91,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
27-08-2025,18,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
27-08-2025,19,Lose Control,Teddy Swims,91,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
27-08-2025,20,I Had Some Help (Feat. Morgan Wallen),Post Malone,81,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
27-08-2025,21,Juno,Sabrina Carpenter,79,223192,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
27-08-2025,22,Apple,Charli xcx,89,151739,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
27-08-2025,23,Sharpest Tool,Sabrina Carpenter,79,218284,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
27-08-2025,24,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,90,200400,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909
27-08-2025,25,Coincidence,Sabrina Carpenter,79,164202,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
27-08-2025,26,Move,Adam Port & Stryv & Keinemusik,91,177598,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27317a013a00d0a33f3dd49974d
27-08-2025,27,Slow It Down,Benson Boone,89,161831,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
27-08-2025,28,Slim Pickins,Sabrina Carpenter,78,152195,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
27-08-2025,29,KEHLANI,Jordan Adetunji,89,122360,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b273f2cd132495d61b0da6a900d2
27-08-2025,30,Mr. Brightside,The Killers,87,222973,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d
27-08-2025,31,Big Dawgs,Hanumankind & Kalmi,92,190666,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d9afe5c70c43cb2bd34605ea
27-08-2025,32,Scared To Start,Michael Marcagi,88,159636,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27351ef67c49732e45cd2b26fbe
27-08-2025,33,Cruel Summer,Taylor Swift,92,178426,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
27-08-2025,34,Who,Jimin,95,170887,album,7,FALSE,https://i.scdn.co/image/ab67616d0000b273f02c451189a709b9a952aaec
27-08-2025,35,"I Love You, I'm Sorry",Gracie Abrams,87,157146,album,13,TRUE,https://i.scdn.co/image/ab67616d0000b2736e2101520787791370f4a96b
27-08-2025,36,Wonderwall - Remastered,Oasis,78,258773,album,40,FALSE,https://i.scdn.co/image/ab67616d0000b2737a4c8c59851c88f6794c3cbf
27-08-2025,37,Don't Look Back In Anger - Remastered,Oasis,72,289560,album,40,FALSE,https://i.scdn.co/image/ab67616d0000b2737a4c8c59851c88f6794c3cbf
27-08-2025,38,Pink Pony Club,Chappell Roan,88,258034,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
27-08-2025,39,Live Forever - Remastered,Oasis,66,276666,album,44,FALSE,https://i.scdn.co/image/ab67616d0000b273d86a1e021e7acc7c07c7d668
27-08-2025,40,Dumb & Poetic,Sabrina Carpenter,77,133478,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
27-08-2025,41,Unwritten,Natasha Bedingfield,88,259333,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4
27-08-2025,42,NIGHTS LIKE THIS,The Kid LAROI,89,86983,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732abb30c6296964d5d07458c2
27-08-2025,43,Sailor Song,Gigi Perez,84,211978,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2730f588c6bdb28000656d084bf
27-08-2025,44,Not Like Us,Kendrick Lamar,95,274192,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731ea0c62b2339cbf493a999ad
27-08-2025,45,Houdini,Eminem,83,227032,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b2731633c43b5695735f7de36487
27-08-2025,46,Don’t Smile,Sabrina Carpenter,77,206295,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
27-08-2025,47,I Can Do It With a Broken Heart,Taylor Swift,87,218004,album,16,TRUE,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
27-08-2025,48,MILLION DOLLAR BABY,Tommy Richman,94,155151,single,2,FALSE,https://i.scdn.co/image/ab67616d0000b27301c0cd5da820e6128655854f
27-08-2025,49,Lie To Girls,Sabrina Carpenter,77,202001,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
27-08-2025,50,360,Charli xcx,88,133805,album,15,TRUE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
28-08-2025,1,Taste,Sabrina Carpenter,85,157279,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
28-08-2025,2,Please Please Please,Sabrina Carpenter,97,186365,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273de84adf0e48248ea2d769c3e
28-08-2025,3,Espresso,Sabrina Carpenter,98,175459,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273659cd4673230913b3918e0d5
28-08-2025,4,"Good Luck, Babe!",Chappell Roan,97,218423,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27391b4bc7c88d91a42e0f3a8b7
28-08-2025,5,BIRDS OF A FEATHER,Billie Eilish,100,210373,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62
28-08-2025,6,BACKBONE,Chase & Status & Stormzy,80,166448,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731c7e93001b846b12ae2c7e3b
28-08-2025,7,Die With A Smile,Lady Gaga & Bruno Mars,93,251667,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27382ea2e9e1858aa012c57cd45
28-08-2025,8,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,92,143330,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2738b8d8be49f9c4a44b0574144
28-08-2025,9,A Bar Song (Tipsy),Shaboozey,88,171291,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b27360df033c8f8b17384387666a
28-08-2025,10,Stargazing,Myles Smith,92,172533,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27381b12e1a0584e8ea7ba2ae4a
28-08-2025,11,Too Sweet,Hozier,83,251424,album,20,FALSE,https://i.scdn.co/image/ab67616d0000b2732e8b4358d044b75807e30bf0
28-08-2025,12,Beautiful Things,Benson Boone,91,180304,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
28-08-2025,13,Good Graces,Sabrina Carpenter,82,185265,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
28-08-2025,14,Bed Chem,Sabrina Carpenter,82,171869,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
28-08-2025,15,Stick Season,Noah Kahan,90,182346,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b2736ee35072df1af802cca09918
28-08-2025,16,Kisses (feat. bbyclose),BL3SS & CamrinWatsin & bbyclose,82,138246,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2733ba70f49a78d818fc0758667
28-08-2025,17,Austin (Boots Stop Workin'),Dasha,91,171782,album,8,TRUE,https://i.scdn.co/image/ab67616d0000b2734ccf88b66e04cfd247f287eb
28-08-2025,18,HOT TO GO!,Chappell Roan,91,184841,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b27396fa88fb1789be437d5cb4b6
28-08-2025,19,Lose Control,Teddy Swims,91,210688,album,10,FALSE,https://i.scdn.co/image/ab67616d0000b2731a0323cc23419360a34a3ace
28-08-2025,20,I Had Some Help (Feat. Morgan Wallen),Post Malone,82,178205,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b27388208159b1b3c69eefdeb2e0
28-08-2025,21,Juno,Sabrina Carpenter,81,223192,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
28-08-2025,22,Apple,Charli xcx,89,151739,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b27388e3822cccfb8f2832c70c2e
28-08-2025,23,Sharpest Tool,Sabrina Carpenter,81,218284,album,12,TRUE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
28-08-2025,24,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,90,200400,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909
28-08-2025,25,Coincidence,Sabrina Carpenter,80,164202,album,12,FALSE,https://i.scdn.co/image/ab67616d0000b273208dc3669313f2c5114c612d
